Ibge,ano,Asma,Diabetes,DPOC,Hipertensão arterial,Obesidade,Tabagismo,Usuário de álcool,Saúde mental,D.Transmissíveis - Hanseníase,D.Transmissíveis - Tuberculose,Rast. câncer de mama,Rast. câncer do colo do útero
421885,2019,40,174,8,552,32,22,16,743,0,3,9,0
421885,2020,35,123,22,282,22,8,24,521,0,1,2,0
421885,2021,51,111,22,354,48,12,11,698,0,0,2,3
421885,2022,4,10,4,29,0,1,0,62,0,0,0,0
421890,2015,9,303,91,846,69,20,6,653,0,0,33,10
421890,2016,40,222,44,571,66,28,7,478,0,2,28,23
421890,2017,53,426,92,1384,409,47,19,872,0,7,75,111
421890,2018,94,529,96,1524,660,58,20,1361,2,13,50,93
421890,2019,50,339,59,917,256,34,14,1022,0,0,13,15
421890,2020,87,535,75,1355,249,35,135,1314,0,0,20,93
421890,2021,123,564,101,1291,219,89,253,3059,0,6,47,79
421890,2022,16,94,15,196,25,3,18,251,0,3,1,0
421895,2015,1,20,9,15,8,0,7,303,0,0,0,0
421895,2016,4,38,4,6,49,0,1,645,0,0,0,0
421895,2017,2,39,35,83,62,8,4,829,0,0,1,0
421895,2018,32,108,24,316,34,8,13,753,0,0,1,0
421895,2019,39,236,53,367,71,17,27,326,0,1,1,0
421895,2020,11,456,26,193,27,6,19,152,0,1,0,0
421895,2021,17,423,19,190,75,13,9,264,0,0,0,0
421895,2022,4,6,5,8,5,2,4,67,0,0,0,0
421900,2016,221,2258,324,5128,817,763,139,7262,0,11,1185,2367
421900,2017,249,2395,266,5845,1920,527,56,9031,5,17,1907,3552
421900,2018,232,1705,148,4745,822,588,53,5716,1,2,1830,2753
421900,2019,208,2470,155,5447,708,556,61,7616,1,13,2082,3132
421900,2020,2930,2317,207,4672,1074,405,72,11871,2,24,1929,2578
421900,2021,2722,3275,177,6132,1367,628,87,11845,1,13,1738,2787
421900,2022,815,344,7,649,84,29,5,1022,0,0,133,208
421910,2016,55,666,347,3174,91,363,59,5784,0,0,179,233
421910,2017,67,470,165,1691,46,71,40,3766,0,0,85,371
421910,2018,44,413,84,1971,41,142,44,4449,0,0,3,450
421910,2019,18,207,48,990,54,44,27,2520,0,0,13,316
421910,2020,28,474,58,2008,53,11,30,4180,0,0,183,235
421910,2021,16,339,45,1595,44,3,22,3473,0,0,25,37
421910,2022,0,114,6,568,2,0,0,478,0,0,7,14
421915,2015,14,58,29,172,2,1,4,342,0,0,0,0
421915,2016,44,125,81,647,13,3,4,730,0,1,23,0
421915,2017,47,118,67,467,28,2,4,907,0,0,2,0
421915,2018,66,206,70,579,41,3,6,723,0,0,10,0
421915,2019,54,109,116,395,33,3,7,581,0,0,0,20
421915,2020,59,98,82,310,18,3,22,820,0,1,7,92
421915,2021,45,137,48,263,20,18,16,889,0,0,5,83
421915,2022,9,57,14,143,3,8,3,77,0,0,0,13
421917,2015,32,248,61,1061,173,110,8,271,0,0,176,187
421917,2016,285,499,128,2092,445,243,23,1519,0,1,334,379
421917,2017,96,269,30,1042,249,151,6,1785,0,0,179,220
421917,2018,25,339,25,1160,190,186,17,1743,0,2,273,355
421917,2019,8,198,17,540,182,38,5,281,0,4,57,95
421917,2020,1,92,11,242,113,6,1,223,0,7,25,30
421917,2021,10,97,30,199,162,19,7,105,0,5,70,137
421917,2022,5,52,3,131,37,9,1,85,2,0,11,99
421920,2015,37,123,15,378,5,10,12,684,0,2,5,31
421920,2016,60,174,37,650,136,36,7,506,0,2,18,25
421920,2017,64,232,35,783,80,23,17,922,2,0,10,8
421920,2018,74,308,97,1367,60,8,77,1612,8,0,20,0
421920,2019,138,363,55,1231,55,46,70,1949,4,3,1,0
421920,2020,55,176,31,936,37,17,1,1190,0,2,258,582
421920,2021,82,591,38,2874,154,69,9,983,0,1,456,1282
421920,2022,8,128,14,459,20,5,0,90,0,0,88,103
421930,2015,10,210,24,410,138,40,28,156,1,1,4,1
421930,2016,0,428,56,867,374,8,6,223,0,0,1,0
421930,2017,246,1371,223,3256,742,368,164,2345,0,18,365,396
421930,2018,595,3544,504,7458,1739,898,332,8219,48,38,1238,1477
421930,2019,422,2527,347,4942,924,520,186,4857,15,3,788,985
421930,2020,256,3189,285,6639,818,271,159,6606,86,57,845,1175
421930,2021,176,3190,208,7075,1033,278,127,6008,30,118,1471,2252
421930,2022,36,420,37,814,101,50,21,774,0,0,270,378
421935,2015,2,41,21,199,39,27,1,174,0,0,3,2
421935,2016,68,709,439,3395,529,334,17,4227,2,0,69,7
421935,2017,27,206,87,777,168,86,14,859,0,0,19,15
421935,2018,14,150,42,528,77,28,5,911,0,1,4,4
421935,2019,2,68,48,288,40,31,2,483,0,0,0,1
421935,2020,79,78,9,326,9,3,8,964,0,0,0,0
421935,2021,29,418,24,1063,120,70,16,631,0,0,55,335
421935,2022,6,64,4,228,60,20,10,440,0,0,40,59
421940,2015,3,35,1,103,18,10,2,126,0,0,0,0
421940,2016,42,263,40,773,63,31,9,2552,0,34,27,10
421940,2017,59,211,11,435,82,37,31,3821,0,0,7,68
421940,2018,43,302,19,500,227,26,23,4771,0,1,46,208
421940,2019,108,315,19,732,137,50,23,3891,1,0,2,10
421940,2020,10,90,4,119,35,8,8,987,0,0,0,7
421940,2021,37,485,35,1473,310,47,24,2738,1,1,81,241
421940,2022,6,141,10,416,109,14,4,625,0,0,20,65
421950,2014,0,5,2,18,151,0,0,32,0,0,0,1
421950,2015,502,1878,245,5404,1277,383,295,12375,1,1,1639,1509
421950,2016,533,3533,427,10282,1092,572,356,19821,2,3,3003,2417
421950,2017,317,2567,335,7563,1367,551,202,16606,0,5,1958,1898
421950,2018,385,3435,359,8348,2291,555,179,21577,2,17,1587,2972
421950,2019,329,3354,263,7374,1512,493,176,20660,0,6,1055,2004
421950,2020,175,1669,155,3807,534,168,79,7753,1,6,423,763
421950,2021,333,3395,274,8927,1870,551,212,17042,0,2,758,2074
421950,2022,33,343,26,707,134,47,23,2780,0,0,66,159
421960,2016,6,46,11,76,28,6,0,44,0,0,48,135
421960,2017,60,456,72,1325,349,131,39,997,3,1,121,301
421960,2018,20,357,48,933,412,55,35,535,0,0,104,549
421960,2019,25,232,26,391,214,14,13,721,1,49,180,192
421960,2020,26,479,47,1605,582,36,45,1011,0,45,153,717
421960,2021,16,504,19,2582,756,39,32,1625,0,7,31,419
421960,2022,3,40,6,303,30,4,1,206,0,4,0,3
421970,2013,0,0,0,6,0,0,40,0,0,0,0,0
421970,2014,0,6,8,10,7,0,55,7,0,0,0,0
421970,2015,0,20,3,47,13,3,7,19,0,0,0,0
421970,2016,97,412,108,1184,357,104,9,844,0,6,86,97
421970,2017,186,741,153,1483,617,91,16,1458,9,32,103,561
421970,2018,302,767,240,1303,664,70,21,2649,3,44,83,633
421970,2019,296,1449,396,2754,1237,224,45,3058,10,159,103,173
421970,2020,233,1288,148,2302,425,39,27,1854,16,91,137,627
421970,2021,352,2183,193,5686,932,46,31,2241,19,34,137,414
421970,2022,44,324,20,923,135,4,2,224,4,0,38,35
421985,2015,0,46,8,145,2,18,4,360,0,0,3,6
421985,2016,1,155,28,391,16,27,8,1452,0,0,176,222
421985,2017,5,107,15,132,24,9,8,1004,0,1,57,63
421985,2018,34,164,28,340,49,29,27,1010,0,0,14,59
421985,2019,10,30,4,116,6,0,0,212,0,0,1,0
421985,2020,14,59,11,133,15,3,11,326,1,0,0,2
421985,2021,12,80,21,206,8,2,13,544,0,0,0,1
421985,2022,0,9,0,24,5,0,0,68,0,0,0,0
422000,2015,12,68,8,80,17,14,0,138,0,0,0,0
422000,2016,368,2966,304,6951,1573,294,64,6784,15,89,213,257
422000,2017,233,1400,74,1345,115,65,17,1401,2,2,173,830
422000,2018,90,1228,38,1007,85,70,10,941,7,21,287,637
422000,2019,80,1351,40,585,79,52,17,799,0,0,129,612
422000,2020,117,1788,31,1146,285,58,24,1235,3,5,142,393
422000,2021,187,5544,26,8720,274,68,26,1422,8,6,206,932
422000,2022,34,1277,2,2384,12,5,3,245,3,0,27,110
