Ibge,ano,Asma,Diabetes,DPOC,Hipertensão arterial,Obesidade,Tabagismo,Usuário de álcool,Saúde mental,D.Transmissíveis - Hanseníase,D.Transmissíveis - Tuberculose,Rast. câncer de mama,Rast. câncer do colo do útero
420005,2016,1,29,23,134,2,1,2,4,0,0,1,0
420005,2017,1,51,25,227,0,2,9,383,0,0,0,0
420005,2018,9,40,29,266,97,3,65,410,0,0,2,113
420005,2019,1,45,18,240,49,16,3,298,0,0,4,142
420005,2020,7,149,76,610,14,25,3,402,0,0,120,84
420005,2021,7,132,50,448,20,37,15,644,0,2,14,41
420005,2022,0,27,4,101,4,0,2,20,0,0,0,5
420010,2016,60,116,52,1343,45,38,8,1322,10,2,34,120
420010,2017,78,127,79,967,7,26,3,669,1,2,24,36
420010,2018,88,187,79,1009,383,43,9,1055,1,3,1,26
420010,2019,84,368,128,1272,29,43,8,1094,24,10,117,277
420010,2020,82,276,91,742,119,23,3,1921,10,5,97,224
420010,2021,62,652,64,1636,353,21,9,2200,17,8,175,651
420010,2022,9,252,17,670,41,23,0,512,1,8,19,65
420020,2015,107,495,80,1848,196,25,36,1952,0,0,116,108
420020,2016,142,636,109,2040,158,82,56,2838,0,1,63,49
420020,2017,194,902,158,3255,336,185,37,4272,0,1,64,60
420020,2018,138,379,77,1977,95,37,15,2485,1,2,12,34
420020,2019,137,312,89,1826,98,16,14,2670,0,0,3,57
420020,2020,150,1037,104,3853,837,372,62,6396,7,0,175,220
420020,2021,115,1667,84,5721,1074,191,29,5717,1,0,530,592
420020,2022,8,148,5,482,115,24,4,623,1,0,36,43
420030,2016,3,49,21,69,4,68,48,313,0,0,0,0
420030,2017,1,42,7,57,2,111,10,390,0,0,0,1
420030,2018,6,2,2,2,2,135,24,1082,2,2,2,2
420030,2019,91,133,23,352,26,76,25,1634,7,3,2,2
420030,2020,80,350,22,959,52,17,20,1315,0,1,51,366
420030,2021,57,988,24,2224,240,68,30,2546,0,0,134,603
420030,2022,5,89,1,148,12,0,4,373,0,0,16,50
420040,2015,38,52,29,577,6,2,14,258,0,11,3,0
420040,2016,118,80,43,342,12,1,11,369,2,2,2,0
420040,2017,114,113,32,307,32,2,18,754,1,1,0,0
420040,2018,98,86,14,448,21,5,23,914,0,0,0,0
420040,2019,117,106,15,448,39,10,23,1570,0,0,0,0
420040,2020,46,132,31,283,69,2,30,660,0,2,1,0
420040,2021,51,341,9,913,83,7,3,1164,0,0,7,28
420040,2022,4,47,1,141,10,1,2,248,0,0,1,61
420050,2015,0,6,5,33,5,2,1,3,0,0,0,0
420050,2016,76,124,34,462,52,9,6,413,0,0,0,0
420050,2017,37,82,50,335,86,17,14,400,0,0,0,153
420050,2018,41,92,39,153,125,36,6,419,0,1,0,28
420050,2019,70,170,52,281,111,27,44,819,1,0,25,19
420050,2020,53,142,51,293,38,7,22,576,1,0,13,256
420050,2021,41,203,43,267,128,6,7,543,0,0,0,647
420050,2022,4,39,7,51,34,0,2,62,0,0,0,139
420055,2016,2,5,0,11,0,0,0,63,0,0,0,2
420055,2017,2,18,37,92,0,3,1,312,0,0,3,12
420055,2018,5,174,56,155,7,6,14,840,0,0,1,18
420055,2019,10,268,140,624,50,26,21,1248,0,0,0,40
420055,2020,22,240,91,567,66,16,16,806,0,0,0,17
420055,2021,30,188,74,501,58,16,20,590,0,0,0,15
420055,2022,1,48,8,166,5,9,0,79,0,0,0,2
420060,2015,82,309,128,897,316,65,51,850,0,14,110,87
420060,2016,186,781,27,1918,369,18,35,1270,0,3,31,46
420060,2017,119,556,41,1462,296,85,20,567,1,12,8,22
420060,2018,88,463,35,681,240,45,23,551,0,7,295,284
420060,2019,110,570,35,1110,351,61,13,783,0,15,91,81
420060,2020,44,405,23,520,164,56,20,515,0,5,44,160
420060,2021,93,703,47,1180,451,38,23,1459,4,17,94,302
420060,2022,7,68,5,104,22,0,1,211,0,0,22,3
420070,2015,67,339,59,963,132,53,22,1439,0,0,4,0
420070,2016,184,715,87,2117,215,124,54,3197,0,0,14,6
420070,2017,61,270,27,824,147,81,41,1325,0,2,9,2
420070,2018,30,228,26,462,87,52,24,1033,0,0,6,0
420070,2019,33,240,28,490,112,46,33,992,0,0,4,2
420070,2020,33,328,36,594,494,21,37,1204,0,0,8,2
420070,2021,34,390,26,959,126,35,42,2764,0,1,8,1
420070,2022,6,42,3,109,13,9,5,524,0,0,0,0
420075,2015,0,28,0,106,13,1,0,27,0,0,0,2
420075,2016,7,70,16,515,68,25,1,673,0,0,17,16
420075,2017,16,138,28,821,41,11,12,903,0,0,95,60
420075,2018,11,200,55,988,10,10,9,832,0,0,57,44
420075,2019,17,117,11,842,51,18,4,741,1,0,16,3
420075,2020,4,52,12,280,14,1,1,406,0,0,8,0
420075,2021,0,5,0,12,1,0,2,41,0,0,0,0
420080,2015,21,214,79,980,135,13,22,892,26,2,342,543
420080,2016,68,203,73,1387,102,3,16,1730,10,3,831,940
420080,2017,48,227,43,1176,55,10,41,1656,1,1,366,431
420080,2018,61,184,41,857,32,109,34,349,5,0,52,3
420080,2019,45,237,93,488,55,20,39,783,14,1,16,6
420080,2020,44,235,100,510,170,14,29,536,11,5,15,6
420080,2021,34,452,58,1151,366,26,28,639,3,2,38,9
420080,2022,4,50,7,115,53,6,4,70,1,0,7,0
420090,2016,75,381,205,1907,97,57,24,2337,0,0,238,511
420090,2017,17,183,138,619,78,25,16,923,0,3,90,65
420090,2018,140,450,101,1751,208,47,32,1494,1,0,172,438
420090,2019,67,259,34,682,24,3,3,767,0,0,79,245
420090,2020,71,308,56,719,111,41,17,1360,1,0,106,159
420090,2021,55,425,35,1292,325,52,34,1633,0,0,449,544
420090,2022,8,105,11,347,79,15,6,353,0,0,68,54
420100,2015,29,72,19,453,23,62,56,332,14,0,1,1
420100,2016,32,293,92,936,83,135,50,761,0,0,27,2
420100,2017,82,205,43,618,33,37,21,1105,0,0,2,2
420100,2018,66,113,18,288,15,13,21,552,0,1,1,1
420100,2019,27,65,19,229,3,5,5,179,0,1,0,2
420100,2020,4,48,4,71,2,3,3,30,0,0,0,0
420100,2021,7,59,43,161,35,23,7,876,0,1,0,0
420100,2022,1,12,0,4,3,3,7,102,0,0,0,0
420110,2014,0,26,2,57,19,12,13,141,0,0,197,195
420110,2015,21,92,6,360,18,74,11,1010,0,0,21,18
420110,2016,39,30,11,175,2,150,1,1962,0,0,1,0
420110,2017,42,243,16,880,112,106,6,2272,0,0,0,0
420110,2018,48,357,26,979,129,21,12,2590,0,0,0,0
420110,2019,40,52,2,76,6,27,5,271,0,0,0,0
420110,2020,8,28,3,18,2,12,11,156,0,1,0,1
420110,2021,29,172,13,234,37,14,12,623,0,0,0,91
420110,2022,3,26,1,33,9,3,2,118,0,0,0,18
420120,2015,39,191,28,602,63,40,8,94,0,0,387,461
420120,2016,74,316,43,896,124,67,53,1387,0,0,5,204
420120,2017,92,487,85,1535,240,74,74,1402,0,1,50,148
420120,2018,239,648,98,1447,214,96,83,1809,0,0,13,13
420120,2019,285,558,87,1261,224,76,67,1947,0,0,7,5
420120,2020,169,503,47,1440,272,66,54,1550,2,25,2,1
420120,2021,157,644,59,1813,379,32,17,1862,1,7,5,40
420120,2022,15,120,6,230,74,10,4,274,0,3,7,9
420125,2015,2,0,0,0,0,0,0,0,0,0,0,0
420125,2016,253,1292,233,3414,1452,516,110,3788,0,2,367,355
420125,2017,168,442,75,1170,594,73,11,1566,0,4,11,30
420125,2018,70,397,5,884,537,152,42,1240,0,0,38,76
420125,2019,34,232,13,221,270,33,13,891,0,0,2,1
420125,2020,83,770,43,1659,294,53,33,1447,2,4,16,93
420125,2021,92,851,72,2240,461,59,49,3488,5,3,62,370
420125,2022,3,220,9,600,57,8,5,253,2,0,9,43
420127,2015,13,127,14,1707,31,9,3,387,0,2,252,255
420127,2016,71,233,54,1097,219,44,16,1210,0,5,110,45
420127,2017,9,151,43,513,181,59,14,829,0,0,91,37
420127,2018,14,129,24,533,158,18,16,564,0,0,65,14
420127,2019,18,90,12,256,166,8,1,352,0,0,263,215
420127,2020,15,85,15,322,95,9,7,569,0,0,270,223
420127,2021,18,96,5,388,270,13,5,1086,0,0,249,223
420127,2022,4,16,0,25,24,2,2,81,0,0,21,18
420130,2014,21,109,9,239,153,18,3,32,0,1,4,3
420130,2015,181,1628,225,4049,1104,276,59,1521,3,30,646,1012
420130,2016,224,1793,315,4559,1452,325,77,2210,0,94,916,1349
420130,2017,137,1524,161,3454,1124,275,46,2172,2,70,772,1333
420130,2018,173,1444,83,3420,698,169,29,2551,7,109,292,952
420130,2019,150,1047,117,2500,407,216,31,2953,4,141,170,1529
420130,2020,319,2200,203,3978,302,93,73,7387,17,564,192,1254
420130,2021,324,5967,198,12466,290,46,62,9568,40,928,522,2432
420130,2022,11,567,9,1246,8,1,3,751,0,63,40,99
420140,2015,249,1660,175,4963,810,221,65,5259,1,1,945,1624
420140,2016,791,4691,396,13098,1476,527,153,19204,1,5,1784,3022
420140,2017,1183,6645,650,18390,3403,1128,272,26076,3,76,1667,2725
420140,2018,621,4224,356,10230,1467,533,88,12116,1,13,524,411
420140,2019,427,2786,228,4677,995,183,64,5460,0,14,228,87
420140,2020,315,3617,183,6157,850,158,53,5306,2,15,134,65
420140,2021,501,4219,269,7075,1604,279,49,6134,1,11,94,211
420140,2022,33,375,22,585,105,26,4,419,1,1,11,58
420150,2015,19,170,16,247,14,79,12,426,0,6,5,1
420150,2016,37,183,11,148,6,19,7,271,0,18,14,3
420150,2017,22,46,5,78,7,6,4,156,0,2,1,0
420150,2018,36,110,7,183,13,9,6,165,0,1,0,0
420150,2019,50,425,20,613,40,56,5,423,0,29,2,1
420150,2020,53,434,23,634,63,40,8,517,0,14,0,46
420150,2021,84,1615,25,4029,104,24,8,874,2,1,0,144
420150,2022,13,122,3,208,13,10,13,163,0,0,0,17
420160,2015,1,24,4,81,6,16,1,172,0,0,6,0
420160,2016,3,199,15,526,181,56,23,945,0,3,108,594
420160,2017,0,27,2,131,15,16,1,466,0,0,42,480
420160,2018,4,230,22,589,55,19,15,740,0,0,214,373
420160,2019,6,105,5,203,16,21,3,715,0,0,0,0
420160,2020,13,512,15,454,93,37,20,1124,0,2,41,30
420160,2021,9,567,16,912,73,23,36,2552,0,0,147,73
420160,2022,5,45,0,156,16,2,4,353,0,0,24,8
420165,2016,47,94,84,531,287,59,58,549,1,0,12,115
420165,2017,26,175,82,796,460,116,48,1550,0,0,38,1
420165,2018,46,260,63,961,385,64,73,1902,0,0,248,641
420165,2019,46,281,61,756,254,62,59,1958,0,0,213,594
420165,2020,120,860,111,2654,669,106,147,2283,0,0,113,254
420165,2021,79,590,66,890,642,78,70,2110,0,8,265,510
420165,2022,4,38,4,86,53,5,7,151,0,0,65,17
420170,2015,4,32,8,98,14,2,1,44,0,0,0,1
420170,2016,119,1056,318,3541,828,244,49,2912,0,77,13,0
420170,2017,48,1017,233,3130,626,206,40,3887,0,22,29,0
420170,2018,71,481,150,1677,295,40,33,4231,0,0,4,1
420170,2019,68,672,121,2361,187,20,31,6757,8,6,10,0
420170,2020,47,522,86,1459,178,68,29,5407,0,2,2,9
420170,2021,41,591,51,1418,347,152,48,2715,1,1,42,246
420170,2022,8,125,13,292,74,31,6,535,0,0,9,69
420180,2016,15,286,15,2385,208,0,6,1552,0,0,0,0
420180,2017,15,66,7,726,39,19,7,1459,0,1,267,281
420180,2018,15,75,6,453,209,35,8,993,2,2,300,278
420180,2019,19,35,6,208,130,15,3,973,0,0,164,380
420180,2020,7,49,0,160,104,21,0,1224,0,0,232,225
420180,2021,11,54,3,134,103,17,5,824,0,0,194,212
420180,2022,1,5,0,23,6,7,4,135,0,0,4,5
420190,2017,59,215,15,970,89,15,11,1742,1,0,2,1
420190,2018,9,57,8,342,35,1,2,1006,0,0,0,0
420190,2019,4,14,8,44,9,3,5,266,0,0,2,0
420190,2020,18,195,18,522,58,12,14,735,0,0,31,9
420190,2021,85,602,37,1657,136,80,16,1871,0,1,142,238
420190,2022,9,44,0,82,17,4,3,144,0,0,26,17
420195,2016,58,362,28,834,151,73,16,302,0,2,134,261
420195,2017,62,633,66,1311,265,145,42,1376,0,2,312,488
420195,2018,134,1170,118,2816,814,266,56,2851,0,3,265,473
420195,2019,182,1191,68,3268,1656,75,51,6425,0,1,130,396
420195,2020,185,1201,77,3172,2288,94,131,6174,0,13,127,255
420195,2021,129,1772,56,4949,841,74,42,4150,4,25,233,524
420195,2022,11,656,13,1717,15,10,5,887,0,2,23,52
420200,2015,25,506,42,1105,20,91,9,425,0,6,0,0
420200,2016,161,2111,194,4215,132,313,30,1647,3,43,10,1
420200,2017,367,3455,486,8999,975,802,139,5834,50,46,737,1147
420200,2018,710,4184,526,11308,1749,622,268,7929,5,44,3035,4531
420200,2019,761,4349,512,10687,1967,775,215,9714,4,35,3690,8383
420200,2020,678,6433,539,11369,2554,556,301,11777,8,39,2324,3710
420200,2021,1106,8434,523,17563,3860,863,429,18475,10,56,3906,6528
420200,2022,61,722,58,1268,335,85,37,1917,0,5,228,422
420205,2015,8,249,16,595,8,2,0,340,0,0,0,0
420205,2016,38,625,41,1405,107,6,7,836,0,2,5,4
420205,2017,8,275,14,340,25,0,1,204,0,0,1,0
420205,2018,6,347,9,703,41,5,4,134,1,0,182,275
420205,2019,77,1050,77,1963,219,120,27,1824,2,0,687,750
420205,2020,92,1201,81,2631,488,121,67,4667,3,3,163,236
420205,2021,63,2147,108,7464,613,93,71,8676,3,3,580,1056
420205,2022,7,405,16,1189,77,9,8,548,0,0,35,17
420207,2015,36,235,16,520,161,97,11,547,0,2,92,115
420207,2016,107,377,41,828,287,112,39,219,0,3,156,136
420207,2017,33,476,84,1148,254,139,28,1390,0,3,71,87
420207,2018,49,351,39,718,120,59,26,1418,0,3,41,38
420207,2019,118,501,35,1268,130,32,53,2606,0,7,16,4
420207,2020,154,809,88,1937,229,89,41,1433,0,5,41,74
420207,2021,176,2446,130,5300,435,141,80,5116,0,15,75,128
420207,2022,24,274,12,577,47,10,9,429,0,2,20,73
420208,2015,1,0,1,3,0,0,1,28,0,0,0,0
420208,2016,1,13,1,84,7,3,1,1,0,0,1,2
420208,2017,32,55,9,282,48,7,31,562,0,1,2,181
420208,2018,160,164,70,628,122,36,98,1387,3,1,4,279
420208,2019,152,180,42,738,108,26,78,1381,3,0,0,325
420208,2020,134,155,8,317,93,19,103,1756,1,0,0,0
420208,2021,117,315,34,1128,92,20,85,2261,2,0,32,67
420208,2022,21,50,6,116,11,8,10,378,0,0,9,21
420209,2015,17,56,28,223,81,30,0,260,0,0,292,254
420209,2016,27,128,72,647,145,58,17,897,0,0,96,221
420209,2017,9,22,9,142,6,0,3,111,0,0,2,1
420209,2018,7,6,2,40,10,7,4,74,0,0,0,0
420209,2019,20,46,10,195,113,3,0,114,0,0,6,2
420209,2020,10,83,14,227,51,8,8,247,0,0,31,4
420209,2021,12,62,12,139,65,6,8,257,0,0,20,20
420209,2022,1,3,0,10,2,0,0,15,0,0,0,0
420210,2013,62,1,3,21,5,23,16,6,0,0,9,21
420210,2014,192,1210,119,2959,583,138,66,1271,0,9,278,502
420210,2015,235,1733,260,4139,685,169,67,2260,2,6,159,294
420210,2016,316,2002,388,4953,333,192,38,3032,3,27,376,961
420210,2017,127,1225,64,2521,288,153,54,1236,1,15,268,490
420210,2018,206,1710,95,3447,514,200,37,2339,2,58,1142,1822
420210,2019,227,1733,133,3599,320,118,41,3353,5,202,1295,2078
420210,2020,356,1941,218,4001,257,111,63,4403,4,24,583,724
420210,2021,288,2278,261,4529,724,157,64,5811,2,56,1220,2000
420210,2022,26,292,25,581,63,14,10,571,0,8,42,88
420213,2015,0,0,0,12,12,0,0,5,0,0,0,0
420213,2016,16,146,5,674,106,10,9,889,0,0,22,119
420213,2017,25,138,7,738,116,19,14,813,0,0,10,28
420213,2018,183,160,33,256,10,13,6,439,0,0,17,20
420213,2019,80,150,80,771,72,13,16,668,0,0,58,138
420213,2020,62,260,30,1036,36,19,25,866,0,3,10,22
420213,2021,33,221,39,757,50,10,31,642,0,2,0,15
420213,2022,2,13,4,49,1,0,1,137,0,0,0,0
420215,2016,0,156,47,513,1,19,5,159,0,0,2,0
420215,2017,9,275,72,582,23,59,5,640,4,0,65,75
420215,2018,9,194,55,558,45,37,4,642,2,0,14,313
420215,2019,47,48,53,101,39,57,19,436,0,0,1,422
420215,2020,19,116,36,166,29,17,23,373,1,12,0,404
420215,2021,12,282,28,676,66,37,26,706,12,15,0,446
420215,2022,5,36,10,67,7,0,2,163,0,5,0,0
420220,2015,4,52,8,198,18,6,10,514,0,0,0,0
420220,2016,142,1064,160,3505,254,120,49,2958,0,81,435,465
420220,2017,65,679,165,2013,392,137,108,1670,1,122,660,572
420220,2018,169,780,274,2404,735,210,98,1361,0,233,601,897
420220,2019,198,792,269,2391,658,206,82,2995,7,143,559,729
420220,2020,108,938,161,2098,1067,223,51,3266,4,128,228,405
420220,2021,125,951,184,2575,1683,322,62,3556,0,2,530,940
420220,2022,12,112,28,314,208,55,7,1126,0,0,37,76
420230,2013,4,9,1,0,0,0,0,0,0,0,0,0
420230,2014,63,231,19,3,0,2,0,33,0,0,0,0
420230,2015,122,499,40,183,15,40,6,209,0,6,1,0
420230,2016,330,1407,184,2721,1011,177,89,3451,9,70,16,11
420230,2017,767,5173,562,9625,2017,318,237,8481,12,120,19,32
420230,2018,1279,7053,1056,13553,3745,576,314,11793,35,103,59,58
420230,2019,1777,9469,1153,17350,3649,1064,491,12741,23,257,77,17
420230,2020,1769,10084,1087,17610,3768,1339,608,13134,19,346,105,46
420230,2021,2195,11683,995,20339,4752,1475,689,10771,41,301,231,644
420230,2022,59,363,42,383,157,16,8,534,18,18,79,332
420240,2016,499,2004,257,5183,766,347,255,3517,8,62,336,437
420240,2017,1069,5429,369,12444,1612,2460,2480,8264,9,460,420,750
420240,2018,1354,10732,626,15779,3592,2421,2136,13758,10,3245,2888,4239
420240,2019,1711,15128,830,18930,4336,2017,1788,18460,10,3696,5054,7457
420240,2020,1771,20898,695,19535,3390,1756,1849,21255,6,2685,2000,3086
420240,2021,3108,30525,991,29689,5975,1537,1124,27431,13,1661,6261,10450
420240,2022,326,3168,110,2836,450,126,74,3192,2,278,222,298
420243,2015,14,40,20,123,23,57,2,29,0,0,6,17
420243,2016,27,67,14,186,16,19,2,114,0,0,17,23
420243,2017,13,63,22,148,23,30,3,62,0,6,20,22
420243,2018,1,12,5,14,6,2,3,12,0,0,3,1
420243,2019,11,20,2,51,7,0,3,60,0,1,0,0
420243,2020,20,38,10,154,8,25,4,127,0,1,0,1
420243,2021,18,126,7,403,20,10,1,182,0,0,1,0
420243,2022,0,7,1,23,1,2,0,22,0,0,0,0
420245,2016,33,298,21,805,150,125,5,909,5,0,2,35
420245,2017,42,927,64,1798,609,223,65,2443,1,8,8,474
420245,2018,31,411,35,969,191,58,46,1560,10,27,47,1447
420245,2019,37,406,27,942,296,18,31,1933,19,29,62,1319
420245,2020,58,809,47,2311,464,22,32,3371,7,34,122,785
420245,2021,92,3063,45,8089,560,32,76,2658,17,5,239,1121
420245,2022,9,887,4,2280,52,8,17,402,1,1,27,116
420250,2014,0,1,0,6,0,0,0,0,0,0,0,0
420250,2015,4,45,12,298,44,24,5,299,0,0,0,0
420250,2016,13,32,14,108,1,3,2,186,0,0,0,0
420250,2017,13,46,2,198,1,0,3,93,0,0,0,0
420250,2018,41,107,16,423,19,26,8,326,0,0,3,8
420250,2019,37,115,24,229,17,15,5,209,0,0,4,7
420250,2020,17,101,17,146,6,14,13,101,0,0,2,7
420250,2021,39,186,36,457,54,33,12,228,0,0,31,23
420250,2022,2,50,6,101,8,10,0,26,0,0,1,0
420253,2016,6,48,7,209,6,57,3,2774,0,0,0,227
420253,2017,27,243,50,1233,86,188,42,5058,0,1,123,628
420253,2018,14,91,12,338,188,96,59,1563,0,1,44,283
420253,2019,6,32,0,236,171,27,13,2014,0,4,2,187
420253,2020,68,141,28,684,51,96,35,2938,0,0,5,61
420253,2021,64,159,7,930,107,83,15,3695,0,0,9,20
420253,2022,2,20,2,86,21,5,4,613,0,0,1,0
420257,2015,0,0,0,0,0,7,12,233,0,0,0,0
420257,2016,0,0,0,7,3,20,4,940,0,0,0,0
420257,2017,0,10,0,1,16,0,1,1,0,0,0,0
420257,2018,0,18,0,2,11,0,4,296,0,0,1,58
420257,2019,2,33,0,2,97,15,6,502,0,0,2,119
420257,2020,18,309,58,724,17,12,36,296,0,0,18,58
420257,2021,7,75,22,156,52,4,18,387,0,0,0,74
420257,2022,0,9,0,151,2,0,1,50,0,0,0,6
420260,2016,50,407,73,1353,80,23,26,1267,0,1,10,2
420260,2017,65,574,36,1434,38,51,20,1028,0,0,0,1
420260,2018,116,745,66,1936,79,58,25,1380,0,4,1,0
420260,2019,94,469,47,1316,58,27,36,954,2,14,1,1
420260,2020,65,191,30,427,62,16,17,901,2,0,0,1
420260,2021,57,204,21,371,231,26,21,746,0,2,0,1
420260,2022,9,23,2,59,14,2,2,63,0,0,0,0
420270,2015,0,0,4,0,0,7,0,99,0,0,0,0
420270,2016,25,56,29,193,23,3,8,320,0,0,1,145
420270,2017,32,342,63,710,107,15,10,956,0,6,7,433
420270,2018,65,246,57,475,124,6,5,755,0,2,19,289
420270,2019,35,285,57,540,140,29,10,935,0,5,5,278
420270,2020,39,307,49,570,102,5,4,1344,1,0,135,152
420270,2021,107,660,79,1369,201,44,23,2149,2,8,211,552
420270,2022,10,86,14,134,35,6,6,329,0,12,34,120
420280,2015,153,633,73,1657,478,127,33,3913,4,6,260,201
420280,2016,157,828,52,1988,147,40,26,9579,9,25,114,467
420280,2017,278,1085,100,2939,117,69,29,17450,13,38,280,1462
420280,2018,191,918,89,2290,74,143,24,12505,12,24,170,728
420280,2019,184,852,79,1899,102,76,20,17666,2,27,220,1904
420280,2020,134,1320,52,2763,299,71,28,25832,2,20,307,1578
420280,2021,180,4037,5065,17843,4261,71,25,26356,4,18,298,3759
420280,2022,21,937,1878,6733,923,17,9,2724,1,1,24,205
420285,2015,6,10,6,32,14,8,2,6,0,0,0,0
420285,2016,52,490,80,2878,450,137,15,766,0,1,3,0
420285,2017,21,152,69,587,318,84,14,711,0,2,3,0
420285,2018,8,299,74,989,590,150,9,1493,0,1,2,2
420285,2019,82,550,125,1536,855,205,24,1809,0,3,5,1
420285,2020,72,419,106,1104,616,181,24,1442,0,0,3,1
420285,2021,93,572,158,1755,1096,260,17,1013,0,0,11,3
420285,2022,13,73,23,229,115,27,5,210,0,0,2,1
420287,2014,7,7,6,100,7,0,2,95,0,0,0,0
420287,2015,7,35,10,211,19,100,26,383,0,1,2,207
420287,2016,27,71,11,295,73,256,86,1064,0,0,2,271
420287,2017,7,114,3,228,25,38,35,726,0,0,2,323
420287,2018,24,105,8,386,11,37,36,1383,0,0,0,106
420287,2019,16,128,10,548,11,21,47,1382,0,0,0,236
420287,2020,14,70,13,234,1,16,7,702,0,3,0,72
420287,2021,17,122,16,519,17,3,19,1131,0,0,2,212
420287,2022,1,27,0,69,3,0,3,143,0,0,0,14
420290,2013,1,0,0,0,0,0,0,27,0,0,0,0
420290,2014,142,783,144,1933,735,118,24,1661,1,36,461,957
420290,2015,756,3401,484,8900,1200,469,124,9108,8,196,2492,3709
420290,2016,1173,5410,844,13378,1984,999,193,14004,6,237,4301,6316
420290,2017,1218,6590,893,15598,3777,1280,290,21204,8,256,4312,6697
420290,2018,1663,6465,951,16285,4430,1717,320,28029,22,319,3510,6160
420290,2019,1441,6023,771,14556,3532,1239,266,27754,18,307,3119,6415
420290,2020,913,6473,818,13629,4165,652,202,22922,10,165,3228,4821
420290,2021,708,5628,346,11672,3346,611,169,16928,4,96,2543,4612
420290,2022,148,1228,80,2559,673,122,27,3616,0,6,311,533
420300,2016,555,3906,553,14416,1806,772,82,6009,18,27,1334,2064
420300,2017,341,2988,410,9178,1190,534,60,4669,9,15,1064,1580
420300,2018,439,3219,476,9539,997,400,75,5734,18,9,850,1392
420300,2019,309,2733,437,6481,843,336,85,5992,19,17,1249,1718
420300,2020,215,2315,348,5261,840,243,53,4441,14,3,1074,1482
420300,2021,249,2899,443,5365,1360,233,62,9324,12,43,1490,2248
420300,2022,47,801,85,1770,243,209,29,1572,0,3,156,197
420310,2016,75,588,37,4016,195,117,20,1641,5,2,53,52
420310,2017,99,470,45,2045,244,67,59,2447,0,5,21,13
420310,2018,176,530,41,2568,189,104,94,3251,0,10,123,126
420310,2019,142,652,42,2145,242,147,71,2302,0,0,67,67
420310,2020,62,688,16,1404,241,107,113,1038,1,4,63,63
420310,2021,28,543,18,915,175,82,36,984,0,0,5,7
420310,2022,8,121,6,208,24,13,4,203,0,0,0,2
420315,2015,17,86,6,330,72,16,2,296,0,0,81,0
420315,2016,11,195,25,686,137,16,0,294,1,6,110,65
420315,2017,142,38,6,433,100,21,8,489,0,0,0,1
420315,2018,94,74,10,463,88,18,9,803,0,0,3,57
420315,2019,132,109,25,433,154,24,10,862,0,0,5,9
420315,2020,112,236,19,453,111,22,14,1018,1,1,7,6
420315,2021,95,102,23,271,18,8,6,1200,0,1,1,0
420315,2022,17,17,1,30,3,2,4,92,0,0,0,0
420320,2013,0,0,0,0,74,0,0,0,0,0,0,0
420320,2014,257,2530,169,7136,905,290,112,2827,1,18,34,45
420320,2015,262,2736,293,8195,721,433,224,4437,6,32,294,450
420320,2016,378,3354,529,10483,904,424,214,6518,0,54,474,1114
420320,2017,371,3687,472,10446,830,282,122,4905,2,30,380,853
420320,2018,205,2232,281,5868,672,177,91,4007,1,6,229,467
420320,2019,101,869,89,1969,202,57,21,2702,1,8,53,135
420320,2020,194,1342,90,2882,256,52,26,5078,2,6,22,498
420320,2021,492,6083,133,11703,357,96,78,11185,4,34,269,2322
420320,2022,61,2136,19,4020,66,11,11,1493,3,4,40,346
420325,2015,16,53,1,81,3,0,4,117,0,0,0,0
420325,2016,88,108,10,241,7,0,3,76,0,0,0,0
420325,2017,20,32,12,111,2,36,8,164,0,0,0,0
420325,2018,105,260,15,559,25,61,53,416,0,0,0,0
420325,2019,163,371,46,660,50,7,51,489,0,1,0,0
420325,2020,50,151,12,391,3,4,10,476,0,0,0,60
420325,2021,16,297,30,653,45,16,22,253,0,0,4,201
420325,2022,0,46,1,83,6,5,4,28,0,0,1,25
420330,2015,34,123,6,428,35,13,0,45,0,1,121,125
420330,2016,108,736,137,3218,564,240,50,968,1,7,691,877
420330,2017,70,386,90,1283,37,74,33,997,0,9,55,114
420330,2018,163,605,167,2200,302,113,49,2225,0,2,1068,1550
420330,2019,153,764,170,2122,95,153,58,2274,1,2,609,897
420330,2020,105,842,132,1969,82,69,40,3678,0,2,516,740
420330,2021,50,755,83,1613,62,15,40,2388,0,3,599,890
420330,2022,5,74,2,226,1,0,0,324,0,0,51,81
420340,2015,46,300,74,899,25,29,12,638,0,0,5,0
420340,2016,59,256,74,1463,19,9,17,1266,2,2,6,0
420340,2017,53,212,79,564,44,28,38,1045,0,3,5,2
420340,2018,41,231,47,378,40,12,27,417,0,1,3,3
420340,2019,112,507,131,1464,31,34,44,756,0,0,10,111
420340,2020,30,194,38,452,24,19,16,997,0,0,3,12
420340,2021,43,515,66,1016,157,36,27,975,0,8,290,307
420340,2022,12,58,10,203,6,10,8,302,0,0,26,24
420350,2016,86,467,112,1629,909,91,31,2851,0,0,326,590
420350,2017,102,792,145,3105,767,250,28,3970,5,1,688,1122
420350,2018,87,575,118,1649,609,220,26,3024,2,3,119,705
420350,2019,64,279,195,888,451,115,13,1063,7,4,261,4
420350,2020,65,804,106,950,188,77,17,1045,3,21,28,32
420350,2021,97,836,134,1828,213,217,20,1346,2,5,33,8
420350,2022,7,207,24,210,37,13,7,138,0,0,0,1
